WEEK,LGCL_DM,START,END,DIFF,DIFF_MINS,DIFF_SEC,TOTAL_JOB,CLIENT,DIM,COMP,TOTAL
2046,EBLN_M,  Mon Nov 19 23:22:36 CST 2018,  Tue Nov 20 00:10:17 CST 2018,00:47:41,47,2861,0,0,0,0,0
2047,EBLN_M,  Tue Nov 27 04:47:13 CST 2018,  Tue Nov 27 05:30:10 CST 2018,00:42:57,42,2577,0,0,0,0,0
2048,EBLN_M,  Tue Dec  4 11:00:54 CST 2018,  Tue Dec  4 12:34:24 CST 2018,01:33:30,93,5610,0,0,0,0,0
2049,EBLN_M,  Tue Dec 11 06:47:36 CST 2018,  Tue Dec 11 07:07:36 CST 2018,00:20:00,20,1200,0,0,0,0,0
2050,EBLN_M,  Mon Dec 17 14:30:02 CST 2018,  Mon Dec 17 14:52:13 CST 2018,00:22:11,22,1331,0,0,0,0,0
2051,EBLN_M,  Mon Dec 24 18:22:42 CST 2018,  Mon Dec 24 18:47:38 CST 2018,00:24:56,24,1496,0,0,0,0,0
2052,EBLN_M,  Mon Dec 31 15:55:04 CST 2018,  Mon Dec 31 16:21:44 CST 2018,00:26:40,26,1600,0,0,0,0,0
2053,EBLN_M,  Tue Jan  8 04:33:13 CST 2019,  Tue Jan  8 04:57:20 CST 2019,00:24:07,24,1447,0,0,0,0,0
2054,EBLN_M,  Tue Jan 15 01:39:12 CST 2019,  Tue Jan 15 02:01:21 CST 2019,00:22:09,22,1329,0,0,0,0,0
2055,EBLN_M,  Mon Jan 21 07:18:54 CST 2019,  Mon Jan 21 07:43:41 CST 2019,00:24:47,24,1487,0,0,0,0,0
2056,EBLN_M,  Mon Jan 28 03:02:46 CST 2019,  Mon Jan 28 03:29:10 CST 2019,00:26:24,26,1584,0,0,0,0,0
2057,EBLN_M,  Mon Feb  4 09:07:36 CST 2019,  Mon Feb  4 09:23:53 CST 2019,00:16:17,16,977,0,0,0,0,0
2058,EBLN_M,  Mon Feb 11 05:20:37 CST 2019,  Mon Feb 11 05:41:35 CST 2019,00:20:58,20,1258,0,0,0,0,0
2059,EBLN_M,  Mon Feb 18 05:49:13 CST 2019,  Mon Feb 18 06:04:09 CST 2019,00:14:56,14,896,0,0,0,0,0
2060,EBLN_M,  Mon Feb 25 08:43:45 CST 2019,  Mon Feb 25 08:57:41 CST 2019,00:13:56,13,836,0,0,0,0,0
2061,EBLN_M,  Mon Mar  4 04:50:20 CST 2019,  Mon Mar  4 05:01:50 CST 2019,00:11:30,11,690,0,0,0,0,0
2062,EBLN_M,  Mon Mar 11 10:31:58 CDT 2019,  Mon Mar 11 10:46:56 CDT 2019,00:14:58,14,898,0,0,0,0,0
2063,EBLN_M,  Mon Mar 18 05:16:00 CDT 2019,  Mon Mar 18 05:29:05 CDT 2019,00:13:05,13,785,0,0,0,0,0
2064,EBLN_M,  Mon Mar 25 04:59:02 CDT 2019,  Mon Mar 25 05:19:05 CDT 2019,00:20:03,20,1203,0,0,0,0,0
2065,EBLN_M,  Mon Apr  1 08:17:35 CDT 2019,  Mon Apr  1 08:29:47 CDT 2019,00:12:12,12,732,0,0,0,0,0
2066,EBLN_M,  Mon Apr  8 07:31:31 CDT 2019,  Mon Apr  8 07:45:54 CDT 2019,00:14:23,14,863,0,0,0,0,0
2067,EBLN_M,  Mon Apr 15 06:54:35 CDT 2019,  Mon Apr 15 07:05:12 CDT 2019,00:10:37,10,637,0,0,0,0,0
2068,EBLN_M,  Mon Apr 22 13:34:08 CDT 2019,  Mon Apr 22 13:46:16 CDT 2019,00:12:08,12,728,0,0,0,0,0
2069,EBLN_M,  Mon Apr 29 09:42:34 CDT 2019,  Mon Apr 29 09:54:52 CDT 2019,00:12:18,12,738,0,0,0,0,0
2070,EBLN_M,  Mon May  6 06:43:29 CDT 2019,  Mon May  6 06:56:04 CDT 2019,00:12:35,12,755,0,0,0,0,0
2071,EBLN_M,  Mon May 13 08:50:15 CDT 2019,  Mon May 13 09:06:39 CDT 2019,00:16:24,16,984,0,0,0,0,0
2072,EBLN_M,  Mon May 20 06:52:20 CDT 2019,  Mon May 20 07:04:58 CDT 2019,00:12:38,12,758,0,0,0,0,0
2073,EBLN_M,  Mon May 27 08:14:15 CDT 2019,  Mon May 27 08:23:39 CDT 2019,00:09:24,9,564,0,0,0,0,0
2074,EBLN_M,  Mon Jun  3 05:13:37 CDT 2019,  Mon Jun  3 05:24:40 CDT 2019,00:11:03,11,663,0,0,0,0,0
2075,EBLN_M,  Mon Jun 10 03:47:33 CDT 2019,  Mon Jun 10 04:01:29 CDT 2019,00:13:56,13,836,0,0,0,0,0
2076,EBLN_M,  Mon Jun 17 02:52:17 CDT 2019,  Mon Jun 17 03:05:24 CDT 2019,00:13:07,13,787,0,0,0,0,0
2077,EBLN_M,  Mon Jun 24 01:48:43 CDT 2019,  Mon Jun 24 01:57:01 CDT 2019,00:08:18,8,498,0,0,0,0,0
2078,EBLN_M,  Mon Jul  1 06:41:28 CDT 2019,  Mon Jul  1 06:49:07 CDT 2019,00:07:39,7,459,0,0,0,0,0
2079,EBLN_M,  Mon Jul  8 05:51:15 CDT 2019,  Mon Jul  8 06:01:15 CDT 2019,00:10:00,10,600,0,0,0,0,0
2080,EBLN_M,  Mon Jul 15 02:07:34 CDT 2019,  Mon Jul 15 02:22:04 CDT 2019,00:14:30,14,870,0,0,0,0,0
2081,EBLN_M,  Mon Jul 22 01:25:30 CDT 2019,  Mon Jul 22 01:39:36 CDT 2019,00:14:06,14,846,0,0,0,0,0
2082,EBLN_M,  Mon Jul 29 05:04:39 CDT 2019,  Mon Jul 29 05:13:38 CDT 2019,00:08:59,8,539,0,0,0,0,0
2083,EBLN_M,  Mon Aug  5 02:25:12 CDT 2019,  Mon Aug  5 02:37:38 CDT 2019,00:12:26,12,746,0,0,0,0,0
2084,EBLN_M,  Mon Aug 12 04:30:35 CDT 2019,  Mon Aug 12 04:38:51 CDT 2019,00:08:16,8,496,0,0,0,0,0
2085,EBLN_M,  Tue Aug 20 15:39:58 CDT 2019,  Tue Aug 20 15:48:49 CDT 2019,00:08:51,8,531,0,0,0,0,0
2086,EBLN_M,  Mon Aug 26 01:58:35 CDT 2019,  Mon Aug 26 02:09:00 CDT 2019,00:10:25,10,625,0,0,0,0,0
2087,EBLN_M,  Mon Sep  2 04:30:20 CDT 2019,  Mon Sep  2 04:44:02 CDT 2019,00:13:42,13,822,0,0,0,0,0
2088,EBLN_M,  Mon Sep  9 06:17:41 CDT 2019,  Mon Sep  9 06:27:36 CDT 2019,00:09:55,9,595,0,0,0,0,0
2089,EBLN_M,  Mon Sep 16 02:49:58 CDT 2019,  Mon Sep 16 03:02:07 CDT 2019,00:12:09,12,729,0,0,0,0,0
2090,EBLN_M,  Mon Sep 23 04:51:09 CDT 2019,  Mon Sep 23 05:03:01 CDT 2019,00:11:52,11,712,0,0,0,0,0
2091,EBLN_M,  Mon Sep 30 02:05:15 CDT 2019,  Mon Sep 30 02:13:38 CDT 2019,00:08:23,8,503,0,0,0,0,0
2092,EBLN_M,  Mon Oct  7 02:35:22 CDT 2019,  Mon Oct  7 02:49:53 CDT 2019,00:14:31,14,871,351,3,14,82,450
2093,EBLN_M,  Mon Oct 14 02:31:48 CDT 2019,  Mon Oct 14 02:49:45 CDT 2019,00:17:57,17,1077,430,3,20,108,561
2094,EBLN_M,  Mon Oct 21 01:50:06 CDT 2019,  Mon Oct 21 01:58:28 CDT 2019,00:08:22,8,502,430,3,20,108,561
2095,EBLN_M,  Mon Oct 28 01:23:10 CDT 2019,  Mon Oct 28 01:38:16 CDT 2019,00:15:06,15,906,518,3,25,137,683
2096,EBLN_M,  Mon Nov  4 03:56:55 CST 2019,  Mon Nov  4 04:12:19 CST 2019,00:15:24,15,924,596,3,25,154,778
2097,EBLN_M,  Mon Nov 11 01:39:57 CST 2019,  Mon Nov 11 01:51:56 CST 2019,00:11:59,11,719,520,3,25,138,686
2098,EBLN_M,  Mon Nov 18 01:28:28 CST 2019,  Mon Nov 18 01:46:27 CST 2019,00:17:59,17,1079,556,3,26,142,727
2099,EBLN_M,  Mon Nov 25 01:30:39 CST 2019,  Mon Nov 25 01:47:51 CST 2019,00:17:12,17,1032,556,3,26,142,727
2100,EBLN_M,  Mon Dec  2 01:29:31 CST 2019,  Mon Dec  2 01:44:00 CST 2019,00:14:29,14,869,599,3,25,153,780
2101,EBLN_M,  Mon Dec  9 01:39:42 CST 2019,  Mon Dec  9 01:49:26 CST 2019,00:09:44,9,584,496,3,24,135,658
2103,EBLN_M,  Mon Dec 23 01:35:22 CST 2019,  Mon Dec 23 01:47:23 CST 2019,00:12:01,12,721,455,3,22,118,598
2104,EBLN_M,  Mon Dec 30 01:56:33 CST 2019,  Mon Dec 30 02:13:24 CST 2019,00:16:51,16,1011,513,3,22,130,668
2105,EBLN_M,  Mon Jan  6 01:53:36 CST 2020,  Mon Jan  6 02:04:29 CST 2020,00:10:53,10,653,455,3,22,118,598
2106,EBLN_M,  Mon Jan 13 01:25:46 CST 2020,  Mon Jan 13 01:36:50 CST 2020,00:11:04,11,664,455,3,22,118,598
2012,EMARKET_INSIGHTS, Tue Mar 27 17:07:33 CDT 2018, Tue Mar 27 17:30:48 CDT 2018,00:23:15,23,1395,0,0,0,0,0
2013,EMARKET_INSIGHTS, Wed Apr  4 09:32:13 CDT 2018, Wed Apr  4 09:44:12 CDT 2018,00:11:59,11,719,0,0,0,0,0
2074,EMKT_INST_M,  Mon Jun  3 05:14:46 CDT 2019,  Mon Jun  3 05:16:23 CDT 2019,00:01:37,1,97,0,0,0,0,0
2078,EMKT_INST_M,  Mon Jul  1 06:41:36 CDT 2019,  Mon Jul  1 06:42:54 CDT 2019,00:01:18,1,78,0,0,0,0,0
2079,EMKT_INST_M,  Mon Jul  8 05:51:40 CDT 2019,  Mon Jul  8 05:53:22 CDT 2019,00:01:42,1,102,0,0,0,0,0
2016,EMKT_INSTS, Wed Apr 25 00:19:37 CDT 2018, Wed Apr 25 00:38:38 CDT 2018,00:19:01,19,1141,0,0,0,0,0
2017,EMKT_INSTS, Tue May  1 20:01:25 CDT 2018, Tue May  1 20:19:03 CDT 2018,00:17:38,17,1058,0,0,0,0,0
2018,EMKT_INSTS, Wed May  9 00:37:59 CDT 2018, Wed May  9 01:09:48 CDT 2018,00:31:49,31,1909,0,0,0,0,0
2019,EMKT_INSTS, Wed May 16 13:19:00 CDT 2018, Wed May 16 13:45:49 CDT 2018,00:26:49,26,1609,0,0,0,0,0
2020,EMKT_INSTS, Thu May 24 22:49:06 CDT 2018, Thu May 24 23:10:06 CDT 2018,00:21:00,21,1260,0,0,0,0,0
2021,EMKT_INSTS, Thu May 31 01:38:47 CDT 2018, Thu May 31 02:00:16 CDT 2018,00:21:29,21,1289,0,0,0,0,0
2022,EMKT_INSTS, Wed Jun  6 06:04:00 CDT 2018, Wed Jun  6 06:18:13 CDT 2018,00:14:13,14,853,0,0,0,0,0
2023,EMKT_INSTS, Mon Jun 11 22:52:11 CDT 2018, Mon Jun 11 23:06:48 CDT 2018,00:14:37,14,877,0,0,0,0,0
2024,EMKT_INSTS, Tue Jun 19 23:58:14 CDT 2018, Wed Jun 20 00:33:03 CDT 2018,00:34:49,34,2089,0,0,0,0,0
2025,EMKT_INSTS, Tue Jun 26 15:00:43 CDT 2018, Tue Jun 26 15:23:25 CDT 2018,00:22:42,22,1362,0,0,0,0,0
2026,EMKT_INSTS, Wed Jul  4 04:39:24 CDT 2018, Wed Jul  4 05:15:45 CDT 2018,00:36:21,36,2181,0,0,0,0,0
2027,EMKT_INSTS, Mon Jul  9 15:37:14 CDT 2018, Mon Jul  9 15:53:23 CDT 2018,00:16:09,16,969,0,0,0,0,0
2028,EMKT_INSTS, Mon Jul 16 17:58:02 CDT 2018, Mon Jul 16 18:14:35 CDT 2018,00:16:33,16,993,0,0,0,0,0
2029,EMKT_INSTS, Tue Jul 24 20:28:43 CDT 2018, Tue Jul 24 20:54:11 CDT 2018,00:25:28,25,1528,0,0,0,0,0
2030,EMKT_INSTS, Tue Jul 31 06:04:45 CDT 2018, Tue Jul 31 06:28:04 CDT 2018,00:23:19,23,1399,0,0,0,0,0
2031,EMKT_INSTS, Wed Aug  8 05:51:02 CDT 2018, Wed Aug  8 05:56:27 CDT 2018,00:05:25,5,325,0,0,0,0,0
2032,EMKT_INSTS, Mon Aug 13 17:36:56 CDT 2018, Mon Aug 13 17:42:27 CDT 2018,00:05:31,5,331,0,0,0,0,0
2033,EMKT_INSTS, Tue Aug 21 14:32:56 CDT 2018, Tue Aug 21 14:39:13 CDT 2018,00:06:17,6,377,0,0,0,0,0
2034,EMKT_INSTS, Wed Aug 29 15:51:33 CDT 2018, Wed Aug 29 16:01:16 CDT 2018,00:09:43,9,583,0,0,0,0,0
2035,EMKT_INSTS, Wed Sep  5 22:24:18 CDT 2018, Wed Sep  5 22:32:25 CDT 2018,00:08:07,8,487,0,0,0,0,0
2036,EMKT_INSTS, Thu Sep 13 12:54:41 CDT 2018, Thu Sep 13 13:03:17 CDT 2018,00:08:36,8,516,0,0,0,0,0
2031,EMKT_INSTS_M, Wed Aug  8 01:15:03 CDT 2018, Wed Aug  8 01:41:49 CDT 2018,00:26:46,26,1606,0,0,0,0,0
2032,EMKT_INSTS_M, Mon Aug 13 14:03:04 CDT 2018, Mon Aug 13 14:24:11 CDT 2018,00:21:07,21,1267,0,0,0,0,0
2033,EMKT_INSTS_M, Tue Aug 21 14:42:46 CDT 2018, Tue Aug 21 15:09:53 CDT 2018,00:27:07,27,1627,0,0,0,0,0
2034,EMKT_INSTS_M, Wed Aug 29 15:12:45 CDT 2018, Wed Aug 29 15:51:31 CDT 2018,00:38:46,38,2326,0,0,0,0,0
2035,EMKT_INSTS_M, Wed Sep  5 22:24:22 CDT 2018, Wed Sep  5 22:45:52 CDT 2018,00:21:30,21,1290,0,0,0,0,0
2036,EMKT_INSTS_M, Wed Sep 12 00:46:41 CDT 2018, Wed Sep 12 01:24:32 CDT 2018,00:37:51,37,2271,0,0,0,0,0
2037,EMKT_INSTS_M, Tue Sep 18 21:03:31 CDT 2018, Tue Sep 18 21:26:27 CDT 2018,00:22:56,22,1376,0,0,0,0,0
2038,EMKT_INSTS_M, Mon Sep 24 14:10:47 CDT 2018, Mon Sep 24 14:40:01 CDT 2018,00:29:14,29,1754,0,0,0,0,0
2039,EMKT_INSTS_M, Tue Oct  2 23:09:53 CDT 2018, Tue Oct  2 23:45:36 CDT 2018,00:35:43,35,2143,0,0,0,0,0
2040,EMKT_INSTS_M, Mon Oct  8 18:06:22 CDT 2018, Mon Oct  8 18:58:56 CDT 2018,00:52:34,52,3154,0,0,0,0,0
2041,EMKT_INSTS_M, Mon Oct 15 13:32:07 CDT 2018, Mon Oct 15 14:15:22 CDT 2018,00:43:15,43,2595,0,0,0,0,0
2042,EMKT_INSTS_M, Tue Oct 23 11:13:41 CDT 2018, Tue Oct 23 11:43:12 CDT 2018,00:29:31,29,1771,0,0,0,0,0
2043,EMKT_INSTS_M, Tue Oct 30 18:53:04 CDT 2018, Tue Oct 30 19:18:03 CDT 2018,00:24:59,24,1499,0,0,0,0,0
2044,EMKT_INSTS_M, Tue Nov  6 23:43:54 CST 2018, Wed Nov  7 00:26:18 CST 2018,00:42:24,42,2544,0,0,0,0,0
2045,EMKT_INSTS_M, Tue Nov 13 15:54:20 CST 2018, Tue Nov 13 16:23:28 CST 2018,00:29:08,29,1748,0,0,0,0,0
2046,EMKT_INSTS_M,  Tue Nov 20 00:09:13 CST 2018,  Tue Nov 20 00:43:53 CST 2018,00:34:40,34,2080,0,0,0,0,0
2047,EMKT_INSTS_M,  Tue Nov 27 04:47:24 CST 2018,  Tue Nov 27 05:14:20 CST 2018,00:26:56,26,1616,0,0,0,0,0
2048,EMKT_INSTS_M,  Tue Dec  4 08:46:19 CST 2018,  Tue Dec  4 09:12:25 CST 2018,00:26:06,26,1566,0,0,0,0,0
2049,EMKT_INSTS_M,  Tue Dec 11 06:11:18 CST 2018,  Tue Dec 11 06:15:31 CST 2018,00:04:13,4,253,0,0,0,0,0
2050,EMKT_INSTS_M,  Mon Dec 17 20:51:04 CST 2018,  Mon Dec 17 20:53:31 CST 2018,00:02:27,2,147,0,0,0,0,0
2051,EMKT_INSTS_M,  Mon Dec 24 18:34:22 CST 2018,  Mon Dec 24 18:36:35 CST 2018,00:02:13,2,133,0,0,0,0,0
2052,EMKT_INSTS_M,  Mon Dec 31 15:56:16 CST 2018,  Mon Dec 31 15:58:35 CST 2018,00:02:19,2,139,0,0,0,0,0
2053,EMKT_INSTS_M,  Tue Jan  8 04:44:57 CST 2019,  Tue Jan  8 04:47:31 CST 2019,00:02:34,2,154,0,0,0,0,0
2054,EMKT_INSTS_M,  Tue Jan 15 01:38:01 CST 2019,  Tue Jan 15 01:40:13 CST 2019,00:02:12,2,132,0,0,0,0,0
2055,EMKT_INSTS_M,  Mon Jan 21 07:31:19 CST 2019,  Mon Jan 21 07:33:43 CST 2019,00:02:24,2,144,0,0,0,0,0
2061,EMKT_INSTS_M,  Mon Mar  4 05:00:51 CST 2019,  Mon Mar  4 05:02:51 CST 2019,00:02:00,2,120,0,0,0,0,0
2062,EMKT_INSTS_M,  Mon Mar 11 10:49:27 CDT 2019,  Mon Mar 11 10:51:41 CDT 2019,00:02:14,2,134,0,0,0,0,0
2021,FERRERO, Thu May 31 01:40:03 CDT 2018, Thu May 31 01:43:35 CDT 2018,00:03:32,3,212,0,0,0,0,0
2022,FERRERO, Wed Jun  6 15:14:23 CDT 2018, Wed Jun  6 15:23:44 CDT 2018,00:09:21,9,561,0,0,0,0,0
2023,FERRERO, Mon Jun 11 19:02:36 CDT 2018, Mon Jun 11 19:11:55 CDT 2018,00:09:19,9,559,0,0,0,0,0
2024,FERRERO, Tue Jun 19 05:41:38 CDT 2018, Tue Jun 19 05:58:58 CDT 2018,00:17:20,17,1040,0,0,0,0,0
2025,FERRERO, Tue Jun 26 22:58:18 CDT 2018, Tue Jun 26 23:11:43 CDT 2018,00:13:25,13,805,0,0,0,0,0
2026,FERRERO, Tue Jul  3 11:06:55 CDT 2018, Tue Jul  3 11:18:51 CDT 2018,00:11:56,11,716,0,0,0,0,0
2027,FERRERO, Mon Jul  9 15:37:37 CDT 2018, Mon Jul  9 15:47:37 CDT 2018,00:10:00,10,600,0,0,0,0,0
2028,FERRERO, Mon Jul 16 17:18:17 CDT 2018, Mon Jul 16 17:29:42 CDT 2018,00:11:25,11,685,0,0,0,0,0
2029,FERRERO, Tue Jul 24 20:28:47 CDT 2018, Tue Jul 24 20:39:24 CDT 2018,00:10:37,10,637,0,0,0,0,0
2030,FERRERO, Tue Jul 31 03:32:09 CDT 2018, Tue Jul 31 03:42:30 CDT 2018,00:10:21,10,621,0,0,0,0,0
2031,FERRERO, Tue Aug  7 19:34:11 CDT 2018, Tue Aug  7 19:42:49 CDT 2018,00:08:38,8,518,0,0,0,0,0
2032,FERRERO, Mon Aug 13 15:06:41 CDT 2018, Mon Aug 13 15:18:08 CDT 2018,00:11:27,11,687,0,0,0,0,0
2033,FERRERO, Tue Aug 21 14:42:56 CDT 2018, Tue Aug 21 14:55:44 CDT 2018,00:12:48,12,768,0,0,0,0,0
2034,FERRERO, Wed Aug 29 15:59:34 CDT 2018, Wed Aug 29 16:14:21 CDT 2018,00:14:47,14,887,0,0,0,0,0
2035,FERRERO, Wed Sep  5 22:26:04 CDT 2018, Wed Sep  5 22:38:34 CDT 2018,00:12:30,12,750,0,0,0,0,0
2036,FERRERO, Thu Sep 13 12:16:12 CDT 2018, Thu Sep 13 12:34:04 CDT 2018,00:17:52,17,1072,0,0,0,0,0
2039,FERRERO, Wed Oct  3 14:56:40 CDT 2018, Wed Oct  3 15:13:57 CDT 2018,00:17:17,17,1037,0,0,0,0,0
2040,FERRERO, Wed Oct 10 03:13:20 CDT 2018, Wed Oct 10 03:42:38 CDT 2018,00:29:18,29,1758,0,0,0,0,0
2042,FERRERO, Mon Oct 22 23:59:24 CDT 2018, Tue Oct 23 00:07:16 CDT 2018,00:07:52,7,472,0,0,0,0,0
2020,FERRERO_M, Thu May 24 04:23:30 CDT 2018, Thu May 24 04:52:28 CDT 2018,00:28:58,28,1738,0,0,0,0,0
2021,FERRERO_M, Thu May 31 01:54:52 CDT 2018, Thu May 31 02:11:24 CDT 2018,00:16:32,16,992,0,0,0,0,0
2022,FERRERO_M, Wed Jun  6 10:09:29 CDT 2018, Wed Jun  6 10:19:03 CDT 2018,00:09:34,9,574,0,0,0,0,0
2023,FERRERO_M, Tue Jun 12 00:42:10 CDT 2018, Tue Jun 12 00:52:21 CDT 2018,00:10:11,10,611,0,0,0,0,0
2024,FERRERO_M, Tue Jun 19 23:50:17 CDT 2018, Wed Jun 20 00:18:37 CDT 2018,00:28:20,28,1700,0,0,0,0,0
2025,FERRERO_M, Tue Jun 26 23:17:46 CDT 2018, Tue Jun 26 23:31:14 CDT 2018,00:13:28,13,808,0,0,0,0,0
2026,FERRERO_M, Tue Jul  3 11:22:16 CDT 2018, Tue Jul  3 11:35:50 CDT 2018,00:13:34,13,814,0,0,0,0,0
2027,FERRERO_M, Mon Jul  9 16:27:49 CDT 2018, Mon Jul  9 16:41:28 CDT 2018,00:13:39,13,819,0,0,0,0,0
2028,FERRERO_M, Mon Jul 16 17:18:24 CDT 2018, Mon Jul 16 17:31:50 CDT 2018,00:13:26,13,806,0,0,0,0,0
2030,FERRERO_M, Tue Jul 31 04:04:01 CDT 2018, Tue Jul 31 04:16:34 CDT 2018,00:12:33,12,753,0,0,0,0,0
2031,FERRERO_M, Tue Aug  7 19:41:01 CDT 2018, Tue Aug  7 19:58:00 CDT 2018,00:16:59,16,1019,0,0,0,0,0
2032,FERRERO_M, Mon Aug 13 17:37:33 CDT 2018, Mon Aug 13 17:58:37 CDT 2018,00:21:04,21,1264,0,0,0,0,0
2033,FERRERO_M, Tue Aug 21 14:39:14 CDT 2018, Tue Aug 21 14:59:45 CDT 2018,00:20:31,20,1231,0,0,0,0,0
2034,FERRERO_M, Wed Aug 29 16:01:17 CDT 2018, Wed Aug 29 16:23:53 CDT 2018,00:22:36,22,1356,0,0,0,0,0
2035,FERRERO_M, Wed Sep  5 22:25:50 CDT 2018, Wed Sep  5 22:45:45 CDT 2018,00:19:55,19,1195,0,0,0,0,0
2036,FERRERO_M, Wed Sep 12 00:47:10 CDT 2018, Wed Sep 12 01:31:35 CDT 2018,00:44:25,44,2665,0,0,0,0,0
2037,FERRERO_M, Tue Sep 18 21:03:50 CDT 2018, Tue Sep 18 21:25:31 CDT 2018,00:21:41,21,1301,0,0,0,0,0
2038,FERRERO_M, Mon Sep 24 14:27:45 CDT 2018, Mon Sep 24 14:56:15 CDT 2018,00:28:30,28,1710,0,0,0,0,0
2039,FERRERO_M, Tue Oct  2 23:09:51 CDT 2018, Tue Oct  2 23:42:29 CDT 2018,00:32:38,32,1958,0,0,0,0,0
2040,FERRERO_M, Mon Oct  8 18:07:11 CDT 2018, Mon Oct  8 19:09:46 CDT 2018,01:02:35,62,3755,0,0,0,0,0
2041,FERRERO_M, Mon Oct 15 13:32:17 CDT 2018, Mon Oct 15 14:08:04 CDT 2018,00:35:47,35,2147,0,0,0,0,0
2042,FERRERO_M, Mon Oct 22 20:05:47 CDT 2018, Mon Oct 22 20:22:55 CDT 2018,00:17:08,17,1028,0,0,0,0,0
2043,FERRERO_M, Tue Oct 30 17:38:38 CDT 2018, Tue Oct 30 18:01:23 CDT 2018,00:22:45,22,1365,0,0,0,0,0
2044,FERRERO_M, Tue Nov  6 23:44:08 CST 2018, Wed Nov  7 00:27:03 CST 2018,00:42:55,42,2575,0,0,0,0,0
2045,FERRERO_M, Tue Nov 13 15:53:02 CST 2018, Tue Nov 13 16:15:02 CST 2018,00:22:00,22,1320,0,0,0,0,0
2046,FERRERO_M,  Tue Nov 20 01:48:32 CST 2018,  Tue Nov 20 02:13:24 CST 2018,00:24:52,24,1492,0,0,0,0,0
2047,FERRERO_M,  Tue Nov 27 04:47:32 CST 2018,  Tue Nov 27 05:10:16 CST 2018,00:22:44,22,1364,0,0,0,0,0
2048,FERRERO_M,  Tue Dec  4 08:44:56 CST 2018,  Tue Dec  4 09:15:18 CST 2018,00:30:22,30,1822,0,0,0,0,0
2049,FERRERO_M,  Tue Dec 11 05:53:01 CST 2018,  Tue Dec 11 06:04:45 CST 2018,00:11:44,11,704,0,0,0,0,0
2050,FERRERO_M,  Mon Dec 17 14:39:14 CST 2018,  Mon Dec 17 14:51:28 CST 2018,00:12:14,12,734,0,0,0,0,0
2051,FERRERO_M,  Mon Dec 24 18:26:32 CST 2018,  Mon Dec 24 18:40:19 CST 2018,00:13:47,13,827,0,0,0,0,0
2052,FERRERO_M,  Mon Dec 31 15:56:54 CST 2018,  Mon Dec 31 16:14:11 CST 2018,00:17:17,17,1037,0,0,0,0,0
2053,FERRERO_M,  Tue Jan  8 06:08:06 CST 2019,  Tue Jan  8 06:31:31 CST 2019,00:23:25,23,1405,0,0,0,0,0
2054,FERRERO_M,  Tue Jan 15 01:34:05 CST 2019,  Tue Jan 15 01:43:45 CST 2019,00:09:40,9,580,0,0,0,0,0
2063,FRR_M,  Sat Mar 23 00:09:54 CDT 2019,  Sat Mar 23 00:35:02 CDT 2019,00:25:08,25,1508,0,0,0,0,0
2064,FRR_M,  Fri Mar 29 23:11:32 CDT 2019,  Fri Mar 29 23:37:59 CDT 2019,00:26:27,26,1587,0,0,0,0,0
2065,FRR_M,  Thu Apr  4 20:45:13 CDT 2019,  Thu Apr  4 21:17:34 CDT 2019,00:32:21,32,1941,0,0,0,0,0
2066,FRR_M,  Sat Apr 13 02:27:23 CDT 2019,  Sat Apr 13 02:49:38 CDT 2019,00:22:15,22,1335,0,0,0,0,0
2068,FRR_M,  Fri Apr 26 17:14:01 CDT 2019,  Fri Apr 26 17:46:04 CDT 2019,00:32:03,32,1923,0,0,0,0,0
2069,FRR_M,  Fri May  3 15:21:32 CDT 2019,  Fri May  3 15:56:38 CDT 2019,00:35:06,35,2106,0,0,0,0,0
2070,FRR_M,  Fri May 10 17:41:37 CDT 2019,  Fri May 10 18:07:44 CDT 2019,00:26:07,26,1567,0,0,0,0,0
2071,FRR_M,  Fri May 17 17:17:06 CDT 2019,  Fri May 17 17:42:22 CDT 2019,00:25:16,25,1516,0,0,0,0,0
2072,FRR_M,  Fri May 24 15:30:24 CDT 2019,  Fri May 24 15:58:19 CDT 2019,00:27:55,27,1675,0,0,0,0,0
2073,FRR_M,  Fri May 31 12:48:23 CDT 2019,  Fri May 31 13:18:50 CDT 2019,00:30:27,30,1827,0,0,0,0,0
2074,FRR_M,  Fri Jun  7 12:38:23 CDT 2019,  Fri Jun  7 13:04:07 CDT 2019,00:25:44,25,1544,0,0,0,0,0
2075,FRR_M,  Thu Jun 13 08:56:40 CDT 2019,  Thu Jun 13 09:19:46 CDT 2019,00:23:06,23,1386,0,0,0,0,0
2076,FRR_M,  Fri Jun 21 14:54:52 CDT 2019,  Fri Jun 21 15:28:53 CDT 2019,00:34:01,34,2041,0,0,0,0,0
2077,FRR_M,  Thu Jun 27 03:45:08 CDT 2019,  Thu Jun 27 04:08:46 CDT 2019,00:23:38,23,1418,0,0,0,0,0
2078,FRR_M,  Wed Jul  3 11:23:09 CDT 2019,  Wed Jul  3 11:55:21 CDT 2019,00:32:12,32,1932,0,0,0,0,0
2079,FRR_M,  Wed Jul 10 06:48:54 CDT 2019,  Wed Jul 10 07:20:24 CDT 2019,00:31:30,31,1890,0,0,0,0,0
2080,FRR_M,  Thu Jul 18 01:23:25 CDT 2019,  Thu Jul 18 02:07:36 CDT 2019,00:44:11,44,2651,0,0,0,0,0
